Paper_ID,Rater_1,Rater_2,Rater_3,Rater_4,Rater_5,Rater_6
492,0,0,0,0,0,0
493,0,0,0,0,0,0
494,1,0,0,0,0,1
495,0,0,0,0,0,0
496,0,1,1,0,0,0
497,0,1,0,0,0,0
498,0,0,0,0,0,0
499,1,1,1,0,1,1
500,1,1,1,1,1,0
501,0,0,0,0,0,0
502,0,0,0,0,0,0
503,0,0,0,0,0,0
504,0,1,1,1,1,1
505,0,0,0,0,1,0
506,0,0,0,0,1,0
507,1,1,1,1,1,1
508,1,1,1,0,1,1
509,1,1,1,1,1,1
510,1,1,1,1,1,1
511,1,0,0,0,0,0
512,0,0,0,0,0,0
513,0,1,1,1,1,1
514,1,1,1,1,1,1
515,0,0,0,0,0,0
516,0,0,1,0,0,0
517,0,0,0,0,0,0
518,1,1,1,1,1,1
519,1,1,1,1,1,1
520,0,0,0,0,0,0
521,0,0,0,0,0,0
522,0,1,0,0,0,0
523,1,1,0,1,1,1
524,1,1,1,1,1,1
525,1,1,1,1,1,1
526,0,0,0,0,0,0
527,0,0,0,0,0,0
528,0,0,0,0,0,0
529,1,0,0,0,0,0
530,1,1,1,1,1,1
531,1,1,1,1,1,1
532,1,1,1,0,1,1
533,1,1,1,1,1,1
534,0,0,0,0,0,0
535,1,1,0,1,1,1
536,1,0,1,1,1,1
537,1,1,1,1,1,1
538,0,0,0,0,1,0
539,0,0,0,0,0,0
540,0,0,1,0,1,0
541,1,1,0,1,1,1
542,0,0,0,0,0,0
543,1,1,0,0,0,0
544,0,0,0,0,0,0
545,0,0,0,0,0,0
546,0,0,0,1,0,0
547,1,0,0,1,0,0
548,0,0,0,0,0,0
549,1,0,0,1,1,0
550,0,1,1,1,1,1
551,0,0,0,0,0,0
552,1,1,1,1,1,1
553,0,0,0,1,0,1
554,0,0,0,0,0,1
555,1,1,1,1,1,1
556,1,0,0,0,0,0
557,0,0,1,0,0,0
558,0,0,0,0,0,0
559,1,1,1,0,1,1
560,0,0,0,0,0,0
561,1,1,1,1,1,1
562,0,0,0,0,1,0
563,0,0,0,0,0,0
564,0,0,0,0,0,0
565,0,0,0,0,0,0
566,0,0,0,0,0,0
567,0,0,0,0,0,0
568,0,0,1,0,0,0
569,1,1,1,1,1,1
570,1,1,0,0,0,0
571,0,0,1,0,0,0
572,0,1,1,1,1,1
573,0,0,0,0,0,0
574,0,1,0,0,0,0
575,1,1,1,1,1,1
576,1,1,1,0,1,1
577,0,0,0,0,0,0
578,1,0,1,1,1,1
579,1,0,0,0,0,0
580,1,0,0,0,0,0
581,0,0,0,0,0,0
582,1,1,1,0,1,1
583,0,0,0,0,0,0
584,0,0,0,0,0,0
585,0,1,0,0,0,0
586,0,0,0,0,0,0
587,0,0,0,0,0,0
588,0,0,0,0,1,0
589,0,0,1,0,0,0
590,0,0,0,0,0,0
591,1,0,0,0,0,0
592,0,1,0,0,0,0
593,0,0,0,0,0,0
594,0,0,0,0,0,0
595,1,1,1,1,1,1
596,0,0,0,0,0,0
597,0,0,0,0,0,0
598,0,0,0,0,0,0
599,1,0,0,0,0,0
600,0,0,0,0,0,0
601,0,0,0,0,0,0
602,0,0,0,0,0,0
603,1,0,0,0,0,0
604,0,0,0,0,0,0
605,0,0,0,0,0,0
606,0,0,0,0,0,1
607,0,0,0,0,0,0
608,0,0,0,0,0,0
609,0,0,0,0,0,0
610,0,0,0,0,0,0
611,0,1,0,0,0,0
612,1,1,1,1,1,1
613,0,0,0,0,0,1
614,0,0,0,0,0,0
615,1,0,1,1,1,1
616,1,1,1,0,1,1
617,1,1,0,0,0,0
618,1,1,0,0,0,0
619,1,1,1,0,1,1
620,0,1,1,1,1,1
621,0,0,0,0,0,0
622,0,0,0,1,0,0
623,0,1,0,0,0,0
624,0,0,0,0,0,0
625,0,0,0,0,0,0
626,0,0,0,0,0,0
627,0,0,0,0,0,0
628,1,1,1,1,0,1
629,1,0,0,0,0,0
630,0,1,0,0,0,0
631,1,0,1,1,0,1
632,1,1,1,1,1,1
633,1,0,0,0,0,0
634,0,0,0,0,0,0
635,0,0,0,0,0,0
636,0,0,0,1,0,0
637,0,0,0,0,0,0
638,0,0,0,0,0,0
639,0,0,0,1,0,0
640,0,0,0,0,1,0
641,0,0,0,0,0,1
642,0,0,0,0,0,0
643,0,0,0,0,0,0
644,0,0,1,0,0,0
645,0,0,0,0,0,0
646,1,1,1,1,1,1
647,0,0,0,0,0,0
648,0,0,0,1,0,0
649,1,1,1,1,1,1
650,0,0,0,0,0,0
651,0,0,0,0,0,0
652,0,0,0,0,0,0
653,0,0,0,0,0,0
654,1,1,1,1,1,1
655,0,0,0,0,1,0
656,0,0,1,0,0,0
657,0,0,0,0,0,0
658,0,1,0,0,0,0
659,1,0,0,0,1,0
660,0,0,0,0,0,0
661,0,0,0,0,0,0
662,1,1,1,1,1,1
663,0,0,0,0,0,0
664,0,0,0,0,1,0
665,0,0,0,0,0,0
666,0,0,1,0,0,0
667,0,1,0,0,0,0
668,0,0,0,0,1,0
669,0,0,0,0,0,0
670,0,0,0,0,0,0
671,0,0,0,0,0,0
672,1,1,1,0,1,0
673,0,0,0,1,0,1
674,0,0,0,0,1,0
675,0,0,0,0,0,0
676,1,1,1,1,1,1
677,0,0,0,0,0,0
678,0,0,0,0,0,0
679,1,1,1,1,1,1
680,1,1,1,1,1,1
681,1,1,1,1,1,1
682,0,0,0,0,0,0
683,0,0,0,0,0,0
684,1,0,0,0,0,0
685,1,0,0,1,1,1
686,0,1,0,0,0,0
687,0,0,0,1,0,0
688,0,0,0,0,0,0
689,1,1,1,1,1,0
690,0,0,0,0,0,0
691,0,0,0,0,0,0
692,0,0,0,0,0,0
693,0,0,0,0,0,0
694,0,0,0,0,0,0
695,0,0,0,0,0,0
696,1,0,0,0,0,1
697,0,0,0,0,0,0
698,0,0,0,0,0,0
699,0,0,0,0,0,1
700,0,0,0,0,0,0
701,0,0,0,0,0,0
702,0,1,0,0,0,0
703,0,0,0,0,0,0
704,0,0,0,0,0,0
705,0,0,0,0,0,0
706,1,1,1,1,1,1
707,0,1,0,0,1,0
708,1,1,1,0,1,0
709,0,0,0,0,0,0
710,0,0,0,0,0,1
711,1,1,1,1,1,1
712,0,0,0,0,0,1
713,0,0,0,0,0,0
714,0,0,0,0,1,0
715,0,0,0,1,0,0
716,1,1,1,1,1,1
717,1,1,1,1,1,1
718,1,1,1,1,1,1
719,1,0,0,0,0,0
720,1,1,1,1,1,1
721,1,1,1,1,1,1
722,0,1,0,0,0,0
723,0,1,0,1,0,1
724,1,1,1,1,1,1
725,0,0,0,0,0,0
726,1,1,1,1,1,1
727,0,0,0,0,0,0
728,1,1,1,1,0,1
729,0,0,0,0,0,0
730,0,0,0,1,0,0
731,1,0,0,1,0,0
732,1,1,0,1,0,1
733,0,0,1,0,0,0
734,0,0,0,0,0,1
735,1,0,0,0,0,0
736,1,1,1,0,1,1
737,0,0,0,0,0,0
738,1,1,1,1,1,1
739,0,0,0,0,1,0
740,0,0,0,0,0,0
741,0,0,0,0,0,0
742,0,0,0,0,0,0
743,1,1,1,1,1,1
744,0,0,0,0,0,0
745,0,0,0,0,1,0
746,1,1,1,1,0,1
747,0,0,0,0,0,0
748,0,1,0,0,0,0
749,1,1,1,1,1,1
750,0,0,0,0,0,0
751,0,0,0,1,0,0
752,1,1,1,1,1,1
753,0,0,0,0,0,0
754,0,0,0,0,0,0
755,0,0,0,0,0,0
756,0,1,1,1,1,0
757,0,0,0,0,0,0
758,0,0,0,0,0,0
759,1,1,1,0,1,1
760,1,1,1,0,1,1
761,0,1,0,0,1,0
762,1,1,0,1,0,0
763,0,0,0,0,0,0
764,1,0,1,1,1,1
765,0,0,0,0,0,0
766,0,0,0,0,0,0
767,0,1,1,1,1,1
768,1,1,1,0,1,1
769,0,0,0,0,0,0
770,1,1,1,1,1,1
771,1,0,0,0,0,0
772,1,1,1,1,1,1
773,1,0,0,0,0,0
774,0,0,0,0,1,1
775,1,1,1,1,1,1
776,0,0,0,0,0,0
777,0,0,0,0,0,0
778,1,1,1,1,1,1
779,1,1,1,1,1,1
780,0,0,0,0,1,0
781,0,0,0,0,0,0
782,0,0,0,0,0,0
783,1,0,0,0,0,0
784,0,0,0,0,0,0
785,0,0,0,0,0,0
786,1,1,1,1,1,1
787,0,0,0,0,0,0
788,0,0,0,0,0,0
789,0,0,0,0,0,0
790,1,1,1,1,1,1
791,0,0,0,0,0,0
792,0,0,0,0,0,1
793,1,0,0,0,1,0
794,0,0,0,0,0,0
795,0,0,0,0,0,0
796,1,1,1,1,1,1
797,1,1,1,1,1,1
798,0,0,0,1,0,1
799,1,0,0,0,1,0
800,0,1,1,1,1,1
801,1,1,1,0,1,1
802,0,0,0,0,1,0
803,0,0,0,0,1,1
804,0,0,0,0,0,0
805,0,0,0,0,0,0
806,1,1,1,0,1,1
807,1,0,1,1,1,1
808,1,1,1,1,1,1
809,0,0,0,0,0,0
810,0,1,0,1,0,1
811,1,1,1,1,1,1
812,1,0,1,1,1,1
813,0,0,0,0,0,0
814,1,1,1,0,1,1
815,1,1,1,1,1,0
816,0,0,0,0,0,0
817,0,0,0,0,0,0
818,0,0,0,0,0,0
819,0,0,1,0,0,0
820,0,0,0,0,0,0
821,1,1,1,0,1,1
822,0,0,0,0,0,0
823,0,0,0,0,0,0
824,0,0,0,0,0,0
825,1,0,0,0,1,0
826,1,1,1,1,1,1
827,0,0,0,0,0,0
828,0,0,0,0,0,0
829,1,1,1,1,1,1
830,0,0,0,0,1,0
831,0,0,0,0,0,0
832,0,0,0,0,0,0
833,0,0,0,0,0,0
834,0,0,0,0,0,0
835,0,0,0,0,0,1
836,0,0,0,0,0,0
837,1,0,1,1,1,0
838,0,0,0,0,0,0
839,0,0,0,1,0,0
840,0,0,1,0,0,0
841,0,1,0,0,0,0
842,0,0,0,0,0,0
843,0,0,0,0,0,0
844,0,0,1,1,0,1
845,0,0,0,0,0,0
846,1,0,0,0,0,0
847,0,0,0,0,0,0
848,1,1,1,1,1,1
849,0,0,0,0,0,0
850,0,0,1,0,0,0
851,0,0,0,1,0,0
852,1,1,1,1,1,1
853,0,0,1,0,0,0
854,1,1,1,1,1,1
855,0,0,0,0,0,0
856,0,0,0,0,0,1
857,1,0,0,0,0,0
858,1,0,0,0,0,0
859,0,0,0,0,0,0
860,0,0,1,0,0,0
861,1,1,1,1,1,1
862,0,0,1,0,0,0
863,0,0,1,0,0,0
864,0,0,0,0,1,0
865,0,0,0,0,0,0
866,0,0,0,0,0,0
867,0,0,0,0,1,0
868,0,0,0,0,0,0
869,1,1,1,1,1,1
870,1,1,1,1,1,1
871,0,0,0,0,0,0
872,0,0,0,0,0,0
873,0,0,0,0,0,0
874,0,0,0,0,1,0
875,0,0,0,0,1,0
876,0,0,0,0,1,0
877,0,0,1,1,1,1
878,0,0,0,0,0,1
879,0,0,0,0,0,0
880,0,0,1,0,0,0
881,0,0,0,0,0,0
882,0,0,1,0,0,1
883,0,0,0,0,0,0
884,0,0,0,0,0,0
885,1,1,1,1,1,1
886,0,0,1,0,0,0
887,0,0,0,0,1,0
888,0,0,0,0,0,0
889,1,0,0,0,0,0
890,0,0,0,0,0,0
891,1,1,1,1,1,1
892,1,0,1,1,1,1
893,1,1,1,1,1,1
894,0,1,0,0,0,0
895,1,0,0,0,0,0
896,0,0,1,1,0,0
897,0,0,0,0,0,0
898,1,1,1,1,0,1
899,0,0,0,0,0,0
900,1,0,0,1,0,0
901,0,0,0,0,0,1
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,0,1,0,0,0,0
905,0,1,0,0,0,0
906,0,1,1,0,1,1
907,1,1,1,1,0,1
908,0,0,0,0,0,0
909,1,0,0,0,0,0
910,0,0,0,0,0,0
911,0,0,0,0,0,0
912,0,0,0,1,0,0
913,0,0,0,0,0,0
914,0,0,0,0,1,1
915,0,0,0,0,0,0
916,0,0,0,0,0,1
917,1,0,0,0,0,0
918,1,0,0,1,1,0
919,1,1,1,1,1,1
920,0,0,0,0,0,1
921,1,1,1,1,1,1
922,0,0,0,0,0,0
923,1,1,1,1,1,1
924,1,1,1,1,0,1
925,0,0,0,0,0,0
926,0,0,0,0,0,0
927,0,0,0,1,0,0
928,0,0,0,0,0,0
929,0,0,0,0,0,0
930,0,0,0,0,0,1
931,0,0,0,0,0,0
932,1,1,1,1,1,1
933,1,1,1,1,1,1
934,0,0,0,0,0,0
935,0,0,0,0,0,0
936,0,0,0,0,0,0
937,0,0,0,0,1,1
938,1,1,1,1,1,1
939,0,1,0,1,0,0
940,0,0,0,0,0,1
941,0,0,0,0,0,0
942,0,0,0,0,0,0
943,1,0,0,0,0,0
944,1,1,0,1,1,1
945,0,0,0,0,0,0
946,0,0,0,0,0,0
947,0,0,0,0,0,1
948,0,1,1,1,1,1
949,1,1,0,1,1,1
950,0,0,0,0,0,0
951,1,0,1,0,0,0
952,0,0,0,1,0,0
953,0,0,0,0,1,0
954,1,1,1,1,0,1
955,0,0,0,1,0,0
956,0,0,0,0,0,0
957,0,0,0,0,1,0
958,0,0,0,0,0,0
959,0,0,0,0,0,0
960,1,1,1,1,1,1
961,0,0,0,0,0,0
962,0,0,0,0,0,0
963,0,0,0,0,0,0
964,0,1,0,0,0,0
965,0,0,0,0,0,0
966,0,0,0,0,0,0
967,0,1,1,1,1,0
968,0,0,0,0,0,0
969,0,0,0,0,0,1
970,0,0,0,0,0,0
971,1,0,0,0,0,0
972,1,1,0,1,0,1
973,1,1,1,1,1,1
974,0,0,0,0,0,0
975,0,0,0,0,0,0
976,0,1,0,0,1,1
977,1,0,0,0,0,0
978,0,0,0,0,0,0
979,0,0,0,0,0,0
980,0,0,0,0,0,0
981,0,0,0,0,0,0
982,1,1,1,1,1,1
983,0,0,0,0,0,0
984,0,0,0,0,0,0
985,1,1,1,1,0,1
986,0,0,0,0,0,0
987,0,0,1,0,1,0
988,0,0,0,0,0,0
989,1,0,0,0,1,0
990,1,0,1,1,1,1
991,1,1,1,0,1,1
992,0,0,0,0,0,0
993,0,1,0,0,0,0
